transcript_id	gene_name	baseMean	gcn2ko_arg_6h.vs.gcn2ko_rich_6h	gcn2ko_leu_6h.vs.gcn2ko_rich_6h	hct116_arg_3h.vs.hct116_rich_3h	hct116_leu_3h.vs.hct116_rich_3h	hela_arg_mono_3h.vs.hela_rich_mono_3h	hela_leu_mono_3h.vs.hela_rich_mono_3h	hrgfp_arg_6h.vs.hrgfp_rich_6h	hrgfp_leu_6h.vs.hrgfp_rich_6h	ragbq99l_arg_6h.vs.ragbq99l_rich_6h	ragbq99l_leu_6h.vs.ragbq99l_rich_6h	X293t_arg_6h.vs.X293t_rich_6h	X293t_hrgfp_arg_3h.vs.X293t_hrgfp_rich_3h	X293t_hrgfp_argtorin1_3h.vs.X293t_hrgfp_rich_3h	X293t_hrgfp_leu_3h.vs.X293t_hrgfp_rich_3h	X293t_hrgfp_leutorin1_3h.vs.X293t_hrgfp_rich_3h	X293t_hrgfp_richtorin1_3h.vs.X293t_hrgfp_rich_3h	X293t_leu_6h.vs.X293t_rich_6h
ENST00000481247.5	BTBD9	66	-0.29	0.014	0.452	0.086	0.216	0.036	0.618	0.154	0.716	0.252	0.618	-0.045	0.338	0.293	-0.101	0.559	0.275
ENST00000481445.1	COX7B	3591	-0.047	-0.459	-0.756	-0.459	-0.296	0.015	-0.25	-0.084	-0.38	-0.785	-0.519	0.113	-0.151	0.163	0.074	-0.169	-0.439
ENST00000481739.1	RXRA	98	0.011	-0.259	-0.332	-0.657	-0.137	-0.093	-0.199	-0.223	0.226	-0.017	0.208	0.093	0.246	-0.141	0.048	0.006	0.216
ENST00000481909.1	C10orf88	113	1.041	0.686	-0.032	0.202	0.12	0.223	0.305	0.141	0.464	0.462	0.334	0.335	-0.039	0.146	0.422	0.141	0.055
ENST00000482587.5	TOR1AIP2	282	0.227	0.064	0.054	-0.031	-0.218	-0.365	0.109	-0.09	0.035	-0.235	0.243	0.036	0.283	0.188	0.253	0.335	-0.045
ENST00000482890.5	TFAP2A	215	-0.209	-0.049	0.775	0.28	0.341	0.087	0.004	0.05	-0.393	-0.089	0.199	0.538	0.414	0.313	0.45	0.442	0.302
ENST00000483063.1	POLE4	244	0.183	-0.442	-0.484	-0.267	-0.895	-0.545	-0.059	0.48	-0.294	-0.123	-0.015	-0.451	-0.751	-0.107	-0.641	-0.951	-0.141
ENST00000483466.5	MAGI1	78	-0.722	0.626	0.054	0.064	0.162	-0.122	-0.56	0.421	-0.647	0.011	-0.336	-0.206	0.205	-0.03	0.307	0.609	0.373
ENST00000484800.6	MCM10	642	0.663	0.859	0.509	0.243	0.672	0.017	0.188	-0.239	0.593	0.373	0.326	0.193	0.179	-0.061	-0.022	0.379	0.078
ENST00000485303.5	PVRL3	505	-0.04	0.142	0.13	0.52	-0.073	0.346	0.357	0.226	0.072	0.069	0.269	-0.136	0.463	0.289	0.23	0.265	0.479
ENST00000485511.5	PPP2R5D	537	-0.265	-0.104	-0.057	-0.374	0.076	0.107	-0.399	-0.399	-0.198	-0.073	-0.344	-0.109	-0.452	-0.197	-0.319	-0.247	-0.244
ENST00000485876.5	NDUFA3	795	-0.744	0.484	-0.561	-0.391	-0.499	-0.364	-0.51	0.246	-0.751	-0.446	-0.823	-0.438	-0.535	-0.078	-0.222	-0.443	-0.265
ENST00000485960.6	TBC1D15	451	0.036	-0.083	0.875	0.854	0.619	0.477	0.643	-0.103	0.516	0.084	0.617	0.365	0.748	0.071	0.338	0.836	0.043
ENST00000485972.5	CDK5	383	-0.058	-0.182	-0.407	-0.041	-0.196	0.045	-0.168	0.243	-0.074	0.012	-0.087	0.146	-0.089	0.283	-0.036	-0.254	-0.019
ENST00000486347.5	FAM122B	164	-0.383	0.273	0.389	0.283	-0.311	0.232	-0.066	0.22	0.14	0.568	0.157	-0.146	0.367	0.323	0.238	0.464	0.727
ENST00000486685.2	TSPAN33	42	0.385	0.609	-0.917	-0.393	-1.153	0.683	-0.273	0.35	-0.724	0.083	0.322	-0.214	-0.052	0.472	0.163	-0.005	0.554
ENST00000486715.5	GFM1	787	0.308	-0.049	0.775	0.706	0.187	0.006	0.509	-0.212	0.451	0.255	0.518	0.2	0.391	-0.001	0.09	0.585	0.238
ENST00000487273.6	ADAM9	921	-0.822	-0.459	-0.076	0.01	-0.156	0.212	-0.048	-0.01	-0.455	-0.196	-0.19	-0.496	0.209	-0.148	0.172	-0.071	0.126
ENST00000487416.6	SMIM7	270	0.347	-0.06	-0.625	-0.375	-0.523	-0.265	-0.463	0.343	-0.268	-0.296	-0.066	-0.33	-0.21	-0.104	-0.032	-0.328	-0.052
ENST00000487418.6	IVD	188	0.148	-0.389	-0.433	0.136	0.442	0.217	0.393	0.552	0.315	0.174	0.37	-0.239	-0.171	0.142	-0.031	0.13	0.702
ENST00000487519.5	TFAM	1181	0.356	-0.259	0.06	-0.177	0.009	-0.059	0.295	0.014	0.312	0.098	0.359	0.082	0.246	0.153	-0.106	-0.045	0.088
ENST00000488300.5	RNF182	83	-1.101	-0.877	0.575	-0.682	0.492	0.288	0.218	0.48	-0.166	-0.271	0.635	0.165	1.289	0.452	1.161	0.371	0.509
ENST00000488353.2	RER1	692	0.346	-0.087	-0.578	-0.331	-0.625	-0.19	-0.494	-0.135	-0.405	-0.435	-0.296	-0.2	-0.089	0.069	-0.166	-0.353	-0.16
ENST00000488423.1	DPH3	176	-0.368	0.576	-0.289	-0.102	-1.042	-0.655	-0.412	-0.002	-0.475	-0.314	-0.548	-0.008	-0.18	0.082	0.055	-0.608	-0.579
ENST00000488633.1	CIAO1	492	0.209	-0.041	0.047	0.035	-0.199	-0.297	-0.047	0.011	0.099	-0.101	-0.296	0.266	0.025	0.02	0.174	-0.133	-0.297
ENST00000489288.6	RHNO1	151	-0.174	0.155	-0.422	-0.008	-0.221	-0.099	-0.232	0.16	-0.505	-0.206	-0.218	0.18	0.61	0.599	0.841	0.559	0.206
ENST00000489294.1	UHMK1	118	-0.338	0.416	-0.699	-0.154	-1.063	-0.524	-1.008	-0.419	-1.061	-1.244	-1.463	-1.467	-1.4	-0.904	-0.982	-1.183	-1.124
ENST00000489418.5	SLBP	896	-0.44	0.112	-0.374	-0.025	-0.509	-0.672	-0.761	-0.341	-0.824	-0.529	-0.709	-0.558	-0.344	-0.28	-0.174	-0.073	-0.363
ENST00000490107.5	SMYD3	158	0.057	0.35	0.143	0.258	-0.088	-0.087	0.205	0.106	0.135	0.092	0.856	-0.436	-0.037	-0.175	-0.181	0.145	0.489
ENST00000491306.5	RPL37A	6149	0.592	0.013	-1.036	-0.663	-0.633	-0.909	-0.595	-0.631	-0.003	-0.418	-0.778	-1.071	-2.809	-1.332	-2.321	-2.636	-1.309
ENST00000491415.6	DIEXF	362	0.934	0.242	0.483	0.482	0.595	0.038	0.539	-0.326	0.777	0.448	0.463	0.467	0.77	0.146	0.324	0.881	0.007
ENST00000491431.1	ZNF786	44	0.8	0.151	0.516	0.581	-0.246	0.853	0.558	-0.009	0.123	-0.183	0.535	0.635	-0.009	0.303	-0.098	0.305	0.162
ENST00000491614.5	NUDT5	848	0.205	-0.365	-0.888	-0.336	-0.781	-0.307	-0.122	-0.24	-0.188	-0.48	-0.024	-0.107	-0.25	-0.205	-0.181	-0.04	-0.394
ENST00000492112.2	SRSF10	1583	0.711	0.112	0.155	-0.045	0.183	-0.012	0.253	0.105	0.506	0.061	0.477	0.112	0.127	0.057	0.017	-0.031	0.223
ENST00000492406.5	SLC35A5	180	-0.567	-0.06	0.466	0.379	0.039	0.354	1.028	0.915	0.901	0.627	1.117	0.638	1.07	0.527	1.058	0.679	0.673
ENST00000492450.2	ZNF181	64	0.486	0.626	1.668	0.797	1.51	0.806	1.72	1.535	0.96	0.966	1.044	0.812	1.09	0.963	1.01	0.615	0.902
ENST00000492622.6	FNDC3A	447	0.026	0.544	1.308	0.659	0.562	0.187	0.232	-0.044	0.273	0.234	0.689	0.218	0.365	0.166	0.048	0.326	0.534
ENST00000493111.6	TMEM120A	59	-0.192	0.413	-0.393	-0.46	-0.37	0.126	0.634	0.712	0.039	0.311	-0.182	-0.041	-0.3	0.109	-0.742	-0.425	0.091
ENST00000493196.1	RWDD2B	110	0.186	0.15	0.5	0.818	0.452	0.007	2.278	1.845	1.594	1.132	2.415	1.034	1.406	0.735	0.647	0.444	1.726
ENST00000493442.1	FAM199X	698	-0.106	-0.477	-0.154	-0.209	-0.176	0.086	-0.364	-0.274	-0.351	-0.168	0.029	0.061	0.48	0.28	0.628	0.59	-0.034
ENST00000494664.5	TIMMDC1	424	-0.561	0.021	-0.519	0.095	-0.818	-0.253	-0.185	0.207	-0.401	-0.082	-0.099	-0.167	-0.161	0.02	-0.003	-0.013	0.041
ENST00000494857.5	SLC7A2	415	-0.62	-0.047	-0.332	0.218	0.159	0.268	-0.251	-0.047	-0.244	0.424	-0.155	-0.125	-0.36	0.181	-0.296	-0.268	0.132
ENST00000495186.5	EBP	994	-0.163	-0.549	0.061	-0.05	-0.137	0.009	-0.528	-0.519	-0.538	-0.367	-0.489	-0.266	-0.502	-0.331	-0.502	-0.618	-0.434
ENST00000495273.5	ROBO1	399	-0.32	-1.149	0.668	1.903	0.224	0.237	-0.363	-0.534	-0.434	-0.71	0.348	-0.287	0.571	-0.236	0.324	0.526	0.229
ENST00000495461.5	SELK	572	0.467	-0.24	0.26	0.033	0.041	0.159	0.077	0.168	0.289	-0.031	0.054	-0.284	-1.11	-0.322	-0.785	-1.156	-0.369
ENST00000495880.1	DUSP7	93	-0.347	-0.331	-0.917	0.095	-1.294	-0.529	-0.499	-0.174	-0.774	-0.731	-0.525	-0.844	-0.999	-0.754	-0.473	-0.745	-0.763
ENST00000495893.6	PHC3	218	0.174	0.749	0.77	0.462	0.671	0.842	0.101	0.142	0.201	0.44	-0.102	0.036	0.158	0.524	0.233	0.018	0.054
ENST00000496455.6	GMPS	1625	0.223	0.033	0.3	0.261	0.02	-0.134	-0.033	-0.48	0.042	0.068	0.1	0.15	0.113	0.067	-0.166	0.129	-0.16
ENST00000496811.5	DHX36	717	0.601	0.36	0.787	0.212	0.374	-0.012	0.302	-0.171	0.44	0.444	0.306	0.184	0.512	-0.024	-0.009	0.51	0.161
ENST00000497473.5	IAH1	155	-0.052	0.321	-0.219	0.078	-0.153	-0.304	-0.168	0.105	-0.42	-0.157	-0.159	-0.133	-0.096	0.253	0.089	-0.304	-0.269
ENST00000497547.1	RRP1	571	-0.091	0.038	0.037	-0.019	-0.217	-0.058	-0.862	-0.214	-0.558	0.155	-0.955	-0.466	-0.675	-0.254	-0.273	-0.487	-0.324
ENST00000497571.5	KLF6	218	1.398	1.473	2.051	0.976	0.927	0.779	0.483	0.509	1.123	0.972	0.745	0.705	0.374	0.586	0.189	0.447	0.779
ENST00000498165.5	PPM1L	95	-0.716	-0.112	0.327	0.07	-0.257	0.209	0.273	0.323	-0.076	0.386	0.514	0.535	0.636	0.379	0.612	0.668	0.242
ENST00000498286.5	MTO1	253	0.075	-0.047	0.439	0.02	0.545	0.319	0.222	-0.027	0.342	0.07	0.244	0.302	0.21	0.15	-0.042	0.29	0.049
ENST00000498926.6	PGAM5	620	0.286	-0.541	-0.047	-0.299	-0.581	-0.291	-0.48	-0.224	-0.135	-0.631	-0.458	0.005	-0.69	-0.188	-0.4	-0.609	-0.678
ENST00000499023.6	PLRG1	1062	0.966	0.185	0.647	0.44	0.808	0.236	0.729	0.097	0.693	0.18	0.89	0.405	0.222	0.037	-0.137	0.256	0.358
ENST00000499666.6	LAMTOR3	274	0.482	0.524	0.503	0.381	-0.281	0.211	0.313	0.885	-0.254	0.485	-0.107	-0.24	0.532	0.457	0.433	-0.075	0.618
ENST00000499869.6	WDR1	1300	0.215	-0.66	-0.215	-0.033	-0.387	-0.146	-0.446	-0.795	-0.458	-0.869	-0.499	-0.194	-0.481	-0.201	-0.5	-0.326	-0.454
ENST00000500728.2	LRPAP1	1067	-0.5	-0.519	-0.382	-0.257	0.096	-0.014	-0.654	-0.267	-0.485	-0.371	-0.777	-0.157	-0.848	-0.145	-0.625	-0.91	-0.325
ENST00000500893.3	ZCCHC3	105	0.445	0.316	-0.001	-0.363	0.389	-0.157	0.26	0.432	0.251	0.067	-0.159	-0.02	-0.322	-0.031	0.113	-0.021	-0.254
ENST00000501597.3	RPL41	1837	-1.861	-1.602	-1.148	-0.926	-0.131	-0.746	0.166	-0.37	-0.05	-0.625	-0.289	-0.537	-1.462	-0.648	-1.399	-2.278	-0.86
ENST00000501748.3	ZNF623	152	1.031	0.228	1.103	0.589	0.918	0.733	1.052	0.468	1.5	0.984	0.995	1.526	1.735	0.974	1.13	1.078	0.59
ENST00000502346.1	TMEM167A	174	0.468	-0.958	-0.781	-0.606	-0.639	-0.328	-0.139	-0.103	-0.3	-1.046	-0.327	0.009	-0.092	0.264	0.309	-0.087	-0.34
ENST00000502492.5	SNF8	421	-0.553	0.638	-0.546	-0.251	-0.686	-0.14	-0.141	0.679	-0.507	-0.154	-0.224	-0.53	-0.631	-0.052	-0.175	-0.465	0.039
ENST00000502717.5	HMGXB3	186	0.344	0.447	0.055	0.103	0.169	0.174	-0.244	-0.255	-0.007	0.125	-0.495	0.143	0.17	0.217	0.306	0.302	-0.207
ENST00000502732.5	ABL2	153	-1.335	-0.646	0.637	0.173	1.293	0.591	-0.769	-0.45	-0.699	-0.438	-0.466	-0.23	0.008	0.113	0.098	0.016	-0.157
ENST00000502773.5	PDGFC	68	-1.14	0.378	0.047	0.055	0.186	-0.067	0.068	0.159	-0.207	-0.189	0.173	-0.071	0.886	0.482	0.751	0.628	0.585
ENST00000502871.5	BMP2K	87	-1.192	-0.462	-0.454	-0.05	-0.452	-0.112	-0.139	-0.263	-0.533	-0.405	-0.01	-0.098	0.425	-0.075	0.356	0.412	0.036
ENST00000502935.5	XPNPEP1	396	0.253	-0.36	0.162	0.064	-0.051	0.066	0.126	-0.308	0.317	0.113	0.15	0.261	-0.187	-0.071	-0.326	-0.062	-0.153
ENST00000503176.5	PDK2	195	-0.008	0.047	0.201	0.212	0.098	-0.214	-0.059	0.208	-0.504	-0.361	-0.339	0.058	-0.084	0.227	0.039	-0.021	0.13
ENST00000503362.1	SPCS3	910	-0.611	-0.104	-0.863	-0.158	-1.028	-0.333	-0.652	-0.347	-0.78	-0.541	-0.698	-0.619	-0.536	-0.15	-0.563	-0.612	-0.547
ENST00000503585.5	PACRGL	102	0.625	0.708	0.405	0.035	0.255	-0.018	0.452	0.738	0.632	0.308	0.816	0.5	0.846	0.66	0.693	0.333	0.756
ENST00000503731.5	TUSC3	416	-0.731	-0.002	-0.01	0.055	-0.327	0.075	-0.115	0.167	-0.215	-0.177	0.141	0.089	-0.054	0.307	-0.075	-0.205	0.182
ENST00000503781.7	PIEZO2	30	-3.748	0.708	-0.332	-0.267	-1.357	-0.116	-2.017	0.201	-3.04	-0.908	-0.687	-0.603	0.459	-0.838	-0.527	-0.103	0.393
ENST00000503787.5	GPX8	383	-0.732	-0.833	-0.092	0.179	0.45	0.343	0.384	0.674	0.185	0.375	0.254	-0.228	-0.338	0.29	-0.102	-0.376	0.7
ENST00000504087.5	ANKRD50	160	-1.002	-0.462	0.945	0.242	0.611	0.359	0.413	-0.155	0.045	-0.198	0.025	0.174	0.315	0.08	-0.072	0.227	0.018
ENST00000504110.1	C4orf3	562	-0.44	0.772	-1.588	-0.852	-0.792	-0.074	-1.008	0.33	-0.564	0.391	-0.819	-0.476	-0.038	0.023	0.173	-0.373	-0.2
ENST00000504123.5	CNOT6L	107	-1.117	-0.172	-0.747	0.421	-0.637	0.334	-0.602	0.27	-0.507	0.471	-0.009	-0.56	0.125	0.607	0.207	0.47	0.632
ENST00000504154.5	SLIT2	1183	-0.406	0.449	0.253	-0.53	0.017	1.268	0.28	0.371	-0.35	0.379	0.563	0.019	0.885	0.39	0.699	0.988	0.739
ENST00000504156.5	HARS	802	-0.354	-0.014	0.002	-0.034	-0.123	0.025	-0.431	-0.296	-0.272	0.048	-0.431	-0.31	-0.476	-0.245	-0.474	-0.393	-0.017
ENST00000504169.1	CDKN2AIP	159	0.996	1.012	0.741	0.267	0.736	0.536	0.459	0.173	0.828	0.628	0.007	0.167	0.189	0.067	0.14	0.285	-0.01
ENST00000504329.1	TMEM110-MUSTN1	62	-0.246	0.542	-0.332	-0.437	-1.305	-1.054	-0.212	0.249	-0.195	0.305	-0.219	0.559	0.459	0.747	0.25	0.318	0.087
ENST00000504548.3	TIGD5	82	-0.902	-1.228	-0.777	-0.56	0.298	0.024	-0.088	-0.303	-0.229	-0.407	-0.232	-1.179	-0.909	-0.781	-0.182	-0.45	-0.737
ENST00000504924.5	ARL15	110	-0.148	0.465	-0.543	-0.479	-0.179	0.399	-0.751	-0.023	-0.717	-0.034	-0.985	-0.498	-0.113	-0.107	-0.021	-0.403	-0.105
ENST00000505459.5	SRP19	500	0.836	0.202	0.119	-0.062	0.03	-0.183	0.277	0.014	0.147	-0.468	-0.015	-0.323	-0.409	-0.313	-0.32	-0.587	-0.433
ENST00000505490.2	ALYREF	2238	0.108	-0.51	-0.167	-0.571	-0.031	-0.347	-0.378	-0.254	-0.239	-0.686	-0.623	0.037	-0.612	-0.176	-0.473	-0.44	-0.403
ENST00000505747.5	THUMPD2	171	0.266	-0.336	0.158	-0.49	-0.384	-0.223	-0.205	-0.552	-0.214	-0.162	0.047	-0.413	-0.051	-0.33	0.203	-0.103	-0.37
ENST00000505820.6	MIB2	73	0.119	-0.019	0.106	-0.111	0.282	0.225	0.488	0.172	0.545	-0.134	0.525	-0.171	-0.272	-0.88	-0.034	0.017	0.232
ENST00000506184.6	GPBP1	291	-0.302	-1.206	1.006	0.356	0.776	0.643	0.226	0.145	0.516	0.195	0.548	0.525	0.819	0.366	0.296	0.567	0.274
ENST00000506197.2	SMIM20	82	0.103	0.219	-0.332	-0.84	-0.9	-0.047	-0.229	0.175	-0.187	-0.224	0.076	-0.278	-0.029	0.179	-0.858	-0.671	0.197
ENST00000506351.6	TNPO1	2481	0.029	0.022	0.343	0.403	0.365	0.224	0.184	-0.199	0.253	0.394	0.303	0.173	0.1	0.257	0.1	0.231	0.363
ENST00000506447.5	CEP192	182	-0.351	-0.201	0.459	0.041	0.774	0.089	0.622	-0.28	0.589	0.248	0.608	0.875	1.126	0.5	1.072	1.188	0.094
ENST00000507110.5	MRPS30	799	-0.052	-0.134	-0.089	-0.106	-0.045	-0.144	-0.108	-0.274	-0.107	-0.115	-0.539	-0.18	-0.297	-0.13	-0.205	-0.2	-0.444
ENST00000507116.5	PDE4D	287	0.169	0.644	0.668	-0.267	0.891	0.694	0.89	0.768	1.24	0.89	0.304	0.626	0.449	0.527	-0.578	0.654	0.304
ENST00000507606.2	C7orf73	221	-0.957	-0.056	-1.614	-0.926	-0.821	-0.307	-0.843	0.387	-1.223	-0.322	-1.012	-0.802	-0.188	0.098	0.223	-0.513	-0.097
ENST00000507668.6	SERINC5	100	-0.051	0.207	0.259	0.107	-0.691	0.424	0.2	0.114	-0.656	-0.137	0.197	0.497	0.37	0.69	0.351	0.582	0.234
ENST00000507754.8	NDUFA13	1648	-0.007	-0.265	0.243	-0.195	0.207	0.055	0.601	0.687	0.692	0.235	0.257	0.16	-0.596	0.035	-0.185	-0.464	0.11
ENST00000507955.5	DDX41	457	-0.085	-0.321	0.075	0.034	-0.039	-0.249	0.028	0.157	0.129	0.002	0.089	0.3	0.105	0.188	0.318	0.202	0.07
ENST00000508192.5	MARK2	257	0.272	-0.127	-0.259	0.016	-0.327	-0.003	-0.82	-0.598	-0.547	-0.505	-0.386	-0.286	-0.345	-0.239	-0.35	-0.216	-0.465
ENST00000509018.5	RAPGEF6	259	0.639	0.417	0.821	0.197	0.713	0.324	0.138	-0.28	0.439	0.156	0.47	0.587	0.388	0.207	0.304	0.672	0.065
ENST00000509910.1	ATG12	424	-0.834	0.113	-0.164	-0.168	-0.466	-0.098	-0.3	0.627	-0.106	0.293	-0.502	-0.225	-0.115	0.133	0.133	-0.272	-0.196
ENST00000510038.1	H2AFY	1460	-0.758	-0.23	-0.435	0.001	-0.653	-0.203	-0.488	-0.208	-0.689	-0.266	-0.426	-0.094	-0.136	0.148	-0.462	-0.08	-0.067
ENST00000510413.5	LRBA	703	-0.014	0.011	1.071	0.645	0.803	0.511	0.53	-0.144	0.509	0.436	0.623	0.507	0.88	0.347	0.493	0.903	0.403
ENST00000510461.5	FNIP1	188	0.396	0.265	0.566	-0.203	0.469	0.487	0.91	0.43	0.179	0.074	0.69	0.105	0.915	0.372	0.766	0.692	0.388
ENST00000510708.5	DTWD2	85	-0.018	0.275	0.909	-0.557	-0.282	0.175	0.052	0.125	0.102	-0.181	0.172	-0.035	0.11	-0.004	-0.269	-0.09	0.186
ENST00000511437.5	FAM173B	152	-0.127	-0.019	-0.232	-0.615	-0.103	-0.182	-0.236	0.141	-0.102	-0.177	0.279	-0.114	-0.289	0.107	-0.123	-0.147	0.164
ENST00000511685.5	TENM3	205	-0.713	-0.252	1.253	-0.267	-1.153	0.683	0.568	0.129	0.108	0.234	0.546	0.593	0.698	0.396	0.401	0.652	0.527
ENST00000511833.2	ZNF721	106	0.391	-0.085	0.243	0.227	0.432	0.557	0.144	-0.592	0.646	0.507	0.043	0.247	0.277	0.07	-0.856	0.219	0.169
ENST00000511912.5	ETFDH	218	-0.307	-0.068	0.382	0.133	0.165	-0.14	-0.295	-0.241	-0.303	-0.327	0.004	-0.096	0.675	0.297	0.571	0.674	0.014
ENST00000512123.3	FRAS1	254	-1.157	-0.591	0.251	0.301	0.549	0.479	0.45	-0.107	-0.356	0.175	0.658	0.545	0.74	0.63	0.83	0.694	0.228
ENST00000512132.5	ZFP62	67	-0.112	-0.339	0.586	0.421	0.712	0.46	0.372	0.056	0.259	0.233	0.49	0.397	0.429	0.146	0.522	0.431	0.722
ENST00000512733.5	PAQR3	125	0.233	0.519	-0.417	-0.004	-0.589	0.218	0.048	0.289	-0.082	0.051	0.239	-0.094	0.242	0.061	0.25	0.326	0.111
ENST00000512805.5	GNB2L1	14791	-0.148	-0.08	-0.725	-0.561	-0.441	-0.342	-0.438	-0.714	-0.106	-0.28	-0.652	-0.504	-1.965	-0.744	-1.76	-1.833	-0.908
ENST00000513140.5	APBB2	135	-1.34	-0.27	-0.092	0.178	-0.408	-0.286	-0.152	0.271	0.049	0.273	-0.252	0.425	0.339	0.473	0.019	0.086	0.156
ENST00000513458.8	SREK1IP1	158	0.249	1.072	-0.21	-0.355	0.327	0.221	-0.132	0.151	0.249	0.206	0.111	-0.092	-0.654	-0.28	-0.853	-0.743	0.057
ENST00000513610.5	MYO10	349	-1.657	-0.181	-0.952	-0.08	-0.927	-0.023	-0.65	-0.06	-0.975	0.085	-0.191	-0.18	0.546	0.27	0.551	0.466	0.098
ENST00000513973.5	PGM3	394	0.34	-0.156	0.455	0.56	-0.109	0.047	0.059	-0.589	0.166	-0.44	0.261	0.078	0.183	-0.147	0.052	0.311	-0.136
ENST00000514213.6	USO1	775	-0.159	-0.371	0.573	0.59	0.421	0.296	0.339	-0.461	0.343	0.3	0.584	0.202	0.382	-0.021	-0.353	0.263	0.075
ENST00000514747.5	FAM193B	88	0.015	0.402	-0.772	0.07	0.512	-0.054	-0.105	0.231	-0.016	0.075	-0.172	-0.534	-0.854	-0.432	-0.117	-0.585	-0.192
ENST00000515768.5	CSNK1A1	1297	0.577	0.207	0.067	-0.078	-0.402	-0.528	-0.386	-0.298	-0.284	-0.338	-0.287	-0.712	-0.085	-0.596	0.003	0.162	-0.322
ENST00000515837.6	TMEM216	67	0.308	0.73	0.221	0.218	0.581	0.204	0.666	0.806	0.409	1.119	1.008	0.459	0.656	1.13	1.025	0.718	0.715
ENST00000517309.5	PTDSS1	793	-0.823	0.378	-0.6	-0.237	-0.669	-0.008	-0.518	-0.135	-0.992	-0.202	-0.801	-0.304	-0.255	0.099	-0.165	-0.453	-0.292
ENST00000517562.2	C8orf88	111	-0.17	-0.107	0.668	-1.267	-0.621	-0.227	-0.106	-0.125	-0.574	-0.535	-0.231	-0.351	0.293	0.011	0.297	-0.23	-0.438
ENST00000517669.1	ATP6V0E1	479	-1.495	0.209	-0.77	0.057	-0.414	0.033	-1.362	0.086	-1.479	-0.015	-1.027	-1.122	-1.008	-0.127	-0.433	-0.978	-0.282
ENST00000517956.5	FBXO32	255	-0.01	-0.649	0.922	0.12	0.607	0.485	-0.129	0.003	-0.118	-0.57	0.113	0.453	0.675	0.272	0.481	0.719	0.311
ENST00000518321.5	TVP23C	188	0.023	-0.394	-0.638	-0.389	-0.297	-0.073	-0.597	0.003	-0.423	-0.448	-0.184	-0.562	-0.259	0.06	0.066	-0.651	-0.247
ENST00000518322.5	FAM92A1	151	-0.451	-0.359	-0.946	-0.239	-1.449	-0.564	-0.323	-0.564	-0.748	-0.727	-0.305	-0.634	-0.878	-0.568	-0.796	-0.787	-0.341
ENST00000518721.5	ASAP1	250	-0.958	-0.21	-0.346	-0.186	-0.792	-0.044	-0.376	0.137	-0.625	-0.15	-0.629	-0.405	0.673	0.092	0.226	0.556	0.083
ENST00000518802.5	RNF145	321	-0.549	-0.005	-0.75	0.117	-0.167	0.276	-0.377	0.072	-0.84	-0.202	-0.353	-0.915	-0.448	-0.054	-0.44	-0.615	-0.001
ENST00000519065.5	HDAC2	2822	-0.138	-0.137	-0.048	0.155	-0.334	-0.164	-0.001	-0.246	-0.085	-0.23	-0.021	-0.168	0.123	-0.116	-0.048	0.146	-0.027
ENST00000519289.1	C8orf44-SGK3	53	-0.54	-1.622	-1.139	0.041	-2.153	-0.902	-0.802	0.009	-1.023	-0.643	-0.543	-0.902	-0.071	-0.337	-0.27	0.124	0.02
ENST00000519676.5	SLC25A30	82	-0.293	-0.255	0.069	-0.156	-0.241	-0.246	0.042	0.225	0.356	0.154	0.22	0.366	0.403	0.262	0.1	0.019	-0.104
ENST00000519728.5	LYN	194	-0.482	-0.767	-0.496	-0.316	-1.109	-0.569	-0.309	-0.391	-0.542	-0.557	-0.375	-0.097	0.223	-0.082	0.135	0.331	-0.479
ENST00000519948.3	ATXN7L3B	270	-0.115	-0.489	0.417	-0.228	-0.659	0.082	-0.242	0.339	-0.146	0.179	-0.038	-0.009	0.35	0.463	0.642	0.473	0.244
ENST00000520121.5	PGRMC2	669	0.117	-0.305	-0.374	-0.257	0.212	-0.02	0.405	0.229	0.21	-0.191	0.187	0.013	-0.028	-0.098	0.048	-0.242	-0.158
ENST00000520429.5	CCNC	409	0.412	-0.51	0.057	0.029	-0.386	0.108	0.111	0.021	-0.115	-0.108	-0.077	-0.254	-0.42	-0.091	-0.351	-0.568	-0.134
ENST00000520539.5	UBR5	687	0.551	0.241	0.623	0.408	0.603	0.318	0.418	-0.112	0.409	0.357	0.309	0.221	0.651	-0.008	0.088	0.644	0.202
ENST00000520810.5	IKBKB	131	0.182	0.293	0.036	0.333	0.457	0.309	0.34	0.428	0.776	0.916	0.409	0.354	0.413	0.519	0.447	0.34	0.335
ENST00000521022.5	INTS9	139	0.442	0.283	0.751	0.576	-0.059	0.005	0.63	-0.137	0.262	0.24	0.193	0.192	-0.019	-0.066	-0.088	0.365	0.067
ENST00000521059.5	PTK2	283	0.074	0.051	-0.207	0.155	-0.141	-0.288	0.176	0.171	0.074	-0.07	-0.011	-0	0.558	0.268	0.431	0.553	0.039
ENST00000521288.1	NUDT16	102	0.726	0.09	0.209	-0.142	0.687	-0.292	0.617	0.208	0.729	-0.075	0.29	0.653	0.174	0.124	0.054	0.16	-0.449
ENST00000521381.5	PIK3R1	126	-1.431	-0.638	0.325	0.242	0.274	0.197	-0.098	-0.19	-0.15	0.449	0.618	0.366	0.47	0.228	-0.564	0.28	0.032
